date,title,energy
2026/2/23,Re: [新聞] 韓國綜合股價指數（KOSPI）突破5900,3
2026/2/23,[新聞] 毫無動靜！OpenAI星際之門推出逾一年陷,43
2026/2/23,[新聞] 擴產也來不及！全球記憶體荒將成AI競爭,26
2026/2/23,[新聞] 目標價喊到149！ 旺宏為何那麼旺 專家直,20
2026/2/23,[新聞] 川普考慮「有限打擊」施壓 伊朗回應：任,15
2026/2/23,[新聞] 中鋼獲反賄賂管理系統國際驗證 鞏固「誠,20
2026/2/23,Re: [標的] 聯亞3081 預繳圈存請益,4
2026/2/23,Re: [請益] 關稅協議對台生技產業與健保的影響,1
2026/2/23,[情報] 2014 中鴻 114年EPS:-1.29 股利:0,26
2026/2/23,[請益] 電子紙結合鈣鈦礦，有機會實現嗎?,14
2026/2/23,[請益] 股市小白求教：ETF該怎麼重新配置？,24
2026/2/23,[新聞] 川普關稅違憲 台灣壓力有解？出口美國稅,0
2026/2/23,[標的] OCUL 黃斑病眼內注射藥物上週解盲,10
2026/2/23,"[情報] 1459 聯發 賣長榮1,350張 賺26,252,323元",3
2026/2/23,[新聞] 低軌衛星商機大噴發！亞馬遜Kuiper加速追,16
2026/2/23,[公告] Stock 板 開始舉辦樂透!,22
2026/2/23,[請益]台指期貨未手動平倉 最後結算價格 的計算,16
2026/2/23,[情報] 0223 上市櫃股票週轉率排行,0
2026/2/23,[情報] 0223 上市投信買賣超排行,28
2026/2/23,"[情報] 2545 皇翔 賣台達電271張 賺25,877仟元",11
2026/2/23,[新聞] 台達電再飆1380元歷史新天價 市值衝破3.5,9
2026/2/23,[情報] 2323 中環 買聯發科，賣金像電、新盛力,0
2026/2/23,[新聞] 外資前10大賣超出爐！這檔馬年開紅盤反,5
2026/2/23,[新聞] 台美日聯手進擊 AI 記憶體 力積電扛起試,27
2026/2/23,[新聞] 公司債未如期償付!永冠-KY明起列全額交割,36
2026/2/23,[新聞] 中國資產沒人要 全球10大私募巨頭連2年無,26
2026/2/23,Re: [新聞] 韓國綜合股價指數（KOSPI）突破5900點,13
2026/2/23,[閒聊] 2026/02/23 盤中閒聊,99
2026/2/23,[新聞] 輝達、OpenAI千億合作案縮水！金額或僅,33
2026/2/23,Re: [請益] AI寫程式交易碼的穩定性？,11
2026/2/23,[標的] 00920 成交量上升長看AI缺電多,6
2026/2/23,[新聞] 韓國2/1到2/20的出口額達到創紀錄的435億,4
2026/2/23,[新聞] 逢低抄底 木頭姊加碼Figma、CoreWeave,7
2026/2/23,Re: [新聞] 聯發科蔡力行示警AI恐撞「電力牆」 拋10,0
2026/2/23,[新聞] 雙北土方處理費暴漲3倍 建商籲公平交易委,39
2026/2/23,[請益] 鹿港股QDII和港股通ETF,6
2026/2/23,[新聞] 美國台積寶寶誕生逾300名 台灣社群隨產,61
2026/2/24,[新聞] 美國防新銳 Shield AI 助力台灣無人機 法,1
2026/2/24,[新聞] 寶雅去年大賺29.54元 創歷史新高,47
2026/2/24,Re: [新聞] 小公務員「靠1招」擁900多張台積電！,16
2026/2/24,[情報] 0224 上市櫃股票週轉率排行,0
2026/2/24,[情報] 3037 欣興 賣不動產給矽格預計約賺3.08億,8
2026/2/24,[新聞] 聯發科董座蔡明介：今年 AI 還是很熱 機,9
2026/2/24,[新聞] 中工寶佳翻臉開戰！中工曝掌握股價劇烈波,28
2026/2/24,[新聞] 韓財長：韓美關稅仍然有效不受判決影響,27
2026/2/24,[公告] 水桶,2
2026/2/24,[情報] 0224 上市櫃外資投信買超金額排行,2
2026/2/24,[新聞] 買不起台積電改買它！ 富邦0052規模正式破千億,47
2026/2/24,[情報] 6919 康霈* 114年EPS:-0.23,16
2026/2/24,[新聞] 不只AI產業 連紙也要漲！全球紙漿龍頭連3,21
2026/2/24,[情報] 8046 南電 114年EPS:3.01 股利:2+0,52
2026/2/24,[情報] 0224 上市外資買賣超排行,99
2026/2/24,[新聞] 雍智公告1月EPS 1.65元 今年來飆近119%、,9
2026/2/24,[新聞] 同一篇「AI末日報告」 美股亞股為何兩樣,27
2026/2/24,[情報] 外資買超歷史前十名 (No.4),35
2026/2/24,[情報] 2323 中環 賣禾榮科(賠)、群聯(賺),6
2026/2/24,Re: [新聞] 美關稅退款不是免費的午餐！ 流程「漫長,7
2026/2/24,Re: [標的] 「興櫃」貝爾威勒7861 伊莎貝爾多,4
2026/2/24,[新聞] 美關稅退款不是免費的午餐！ 流程「漫長,18
2026/2/24,[閒聊] 2026/02/24 盤後閒聊,70
2026/2/24,[情報] 3037 欣興 一一四年第四季財務報告,36
2026/2/24,[新聞] 比特幣月線恐創三年多最大跌幅 測試6萬,75
2026/2/24,[創作] 將炒股,21
2026/2/24,[新聞] 美政府早警告！紐時：台灣晶片災難逼近,32
2026/2/24,[新聞] 韓國超級富豪們將股票持有量提高到80%。,14
2026/2/24,[新聞] 《其他股》注意股：雷虎 近5日漲16.91%,3
2026/2/24,Re: [新聞] 小公務員「靠1招」擁900多張台積電！謝,14
2026/2/24,[新聞] 台積電發威衝上1975元 台股今日早盤大漲,43
2026/2/24,Re: [標的] OCUL 黃斑病眼內注射藥物上週解盲,9
2026/2/24,[情報] 台股前十大漲點紀錄(No.2),84
2026/2/24,Re: [標的] 6830 汎銓 檢測全面點火多,9
2026/2/24,ptt股票討論社限時開放,0
2026/2/24,[新聞] 美最高法院裁定川普關稅違法後 聯邦快遞,8
2026/2/24,[標的] 8183精星 華新集團黑馬.馬年挑戰翻倍 多,23
2026/2/24,Re: [標的] 聯鈞 3450 我快停損救我多,9
2026/2/24,Re: [請益] AI寫程式交易碼的穩定性？,11
2026/2/24,Re: [心得] 四大巨頭跟台積本益比分析,39
2026/2/24,[情報] 115年02月24日 三大法人買賣金額統計表,99
2026/2/24,Re: [新聞] 美政府早警告！紐時：台灣晶片災難逼近,24
2026/2/24,[情報] 115年02月24日信用交易統計,34
2026/2/24,Re: [新聞] 台積電發威衝上1975元 台股今日早盤大漲,46
2026/2/24,[新聞]中工半年交易爆天量 告發3委託書業者,8
2026/2/24,[新聞] 白宮：已達協議國家統一課徵15%,38
2026/2/24,ptt股票討論區限時開放！！！,0
2026/2/24,[新聞] 金融時報：台灣用數千億美元換降關稅 如,95
2026/2/24,[新聞] 市場憂大型主機業務受Anthropic影響IBM股,54
2026/2/24,[情報] 0224 上市投信買賣超排行,16
2026/2/24,[閒聊] 2026/02/24 盤中閒聊,99
2026/2/24,Re: [情報] 台股前十大漲點紀錄(No.2),13
2026/2/24,[新聞] 台積電被證交所盯上！6天價差過大,99
2026/2/24,[新聞]大摩喊進ABF載板　欣興、南電、景碩齊拉第,41
2026/2/24,[新聞] 低薪、消費疲 陸經濟陷通縮循環,69
2026/2/24,[新聞] AMD宣佈與Meta擴大戰略合作，將向Meta部,42
2026/2/24,[新聞] 小公務員「靠1招」擁900多張台積電！謝,99
2026/2/24,[新聞] 美國防部長赫格賽斯將召見Anthropic的CEO,43
2026/2/24,Re: [標的] 日股五大商社及Appier建倉,47
2026/2/24,[新聞] SMR面臨RGDB LAW提起的集體訴訟,18
2026/2/24,[情報] 5475 德宏 115年1月自結 0.07 連3漲停中,34
2026/2/24,Re: [請益] 七巨頭誰可以長抱啊？,20
2026/2/24,[新聞] 加密市場崩盤 麻吉大哥持續做多以太幣,51
2026/2/24,[新聞] IEEPA關稅無效 貝森特籲各國履行貿易協,20
2026/2/24,Re: [標的] 台指期 結算轉倉多,64
2026/2/24,[新聞] 一篇7000字「末日報告」揭示全球新危機,68
2026/2/24,[情報] 3008大立光 Q4 EPS 50.35 全年 159.41,16
2026/2/24,[新聞] 台積電飆近2千元大關 創造9777位億萬富,42
2026/2/24,[新聞] 盤點中科院與國際軍工大廠合作案 不看不,0
2026/2/24,"[新聞] 燿華股價狂飆 自結2026年1月虧損4,300萬",83
2026/2/24,[新聞] 台積電盤後衝上2073元新天價 「仙人指路,85
2026/2/24,[標的] FRO DHT ECO 油輪股多,3
2026/2/24,[情報] 5864 致和證 股利0.5+1.1,11
2026/2/24,ptt股票討論區限時開放,-10
2026/2/24,Re: [新聞] 買不起台積電改買它！ 富邦0052規模正式破千億,9
2026/2/24,[情報]眾議院長:無先例可循 白宮定奪關稅是否退稅,4
2026/2/25,[標的] 8299 群聯 To the ground 空,45
2026/2/25,Re: [情報] 永冠KY-本公司簽證會計師辭任,22
2026/2/25,Re: [標的] 8183精星 華新集團黑馬.馬年挑戰翻倍 多,19
2026/2/25,[情報] 1215 卜蜂 114年EPS:10.39 股利:7+0,20
2026/2/25,[新聞] 台股天天噴嗨翻！ 台經院示警：恐有修正,84
2026/2/25,[新聞] 兆豐投信進軍主動式ETF 「00996A」3月4,5
2026/2/25,[情報] 2387精元 114 EPS:3.47 股利:4,4
2026/2/25,Re: [請益] ai是否不會泡沫了？,4
2026/2/25,[情報] 2301 光寶科 Q4 EPS 1.7 全年6.64 股利3,32
2026/2/25,[情報] 2317 鴻海 代子公司公告處分群創股份,47
2026/2/25,[新聞] 全球首款，針對兒童小陰莖，長春高新子,99
2026/2/25,[情報] 2439 美律 114年財報、股利,20
2026/2/25,[新聞] 寶佳吃中工》委託書通路淪內線大平台,3
2026/2/25,[新聞] 神山再創高今未續列注意股 證交所：台積,99
2026/2/25,[情報] 2812台中銀 調查局至分行對員工進行搜索,36
2026/2/25,[新聞] 黃仁勳透露將秀「前所未見」技術 全球首,61
2026/2/25,Re: [標的] 紅包 有錢 六倍多,9
2026/2/25,[情報] 2308 台達電 114年EPS:23.14 股利:11.6,62
2026/2/25,Re: [標的] 美股CRCL 美國牌莊家換牌多,16
2026/2/25,[新聞] 推翻AI拉動增長敘事 高盛：去年AI對美國G,32
2026/2/25,[情報] 2313華通 1月自結,47
2026/2/25,[標的] 7669碩正科技 潛力千金多,8
2026/2/25,[新聞] 早就準備好500萬　夫妻倆「一早閉眼All i,86
2026/2/25,[情報] 6271同欣電 114年EPS 7.64,11
2026/2/25,Re: [標的] 3037 欣興 多,34
2026/2/25,[新聞] 寶佳補申報律師林文鵬為共同取得人,8
2026/2/25,[新聞] Anthropic開始員工股票出售 規模高達60億,12
2026/2/25,Re: [請益] 為何選0050不是正2？,8
2026/2/25,[情報] 2755 揚秦 115年EPS6.44 股利3.5配股2.5,32
2026/2/25,[新聞] 勤誠 瞄準逾180天,8
2026/2/25,Re: [新聞] 台股天天噴嗨翻！ 台經院示警：恐有修正,0
2026/2/25,[新聞] 摩通戴蒙：市場氛圍神似金融危機,65
2026/2/25,Re: [標的] 聯鈞 3450 我快停損救我多,11
2026/2/25,[標的] 1517 利奇 討論,12
2026/2/25,[新聞] Gogoro第一代電池今年全面退役 新車第4,45
2026/2/25,[標的] 3054 立萬利 威剛陳家班 下一個博士旺,0
2026/2/25,[新聞] 群聯暴跌百元原因找到了！大摩開第1槍,55
2026/2/25,[新聞] 春節國旅開紅盤 國家風景區遊客翻倍／天,26
2026/2/25,[情報] 1326台化 澄清媒體報導,5
2026/2/25,[新聞] 記憶體大廠SanDisk遭空頭狙擊 香櫞批缺乏,24
2026/2/25,[新聞] 中方列管20家日本防衛企業 三菱重工股價,8
2026/2/25,[情報] 2323 中環 賣台積電、上詮皆賺超過5000萬,11
2026/2/25,[新聞] 股價便宜到無法忽視！外資樂看輝達財報,56
2026/2/25,[新聞] 獨／寶佳加碼中工 最後過戶日之前目標拉,34
2026/2/25,[情報] 8271 宇瞻 114年 EPS 6.7,3
2026/2/25,[情報] 0225 上市投信買賣超排行,23
2026/2/25,[情報] 台股前十大漲點紀錄(No.8),60
2026/2/25,[閒聊] 2026/02/25 盤後閒聊,67
2026/2/25,[創作] 般若波羅蜜多心經,72
2026/2/25,[新聞] 台灣吃紅！中國貨在美市占慘創低 「這幾,4
2026/2/25,[情報] 3030 德律  114年財報、股利,20
2026/2/25,Re: [標的] OCUL 黃斑病眼內注射藥物上週解盲,9
2026/2/25,[新聞] 《日股》科技類股走強 日經創新高,10
2026/2/25,[情報] 永冠KY-本公司簽證會計師辭任,42
2026/2/25,"[新聞] 蘋果霸氣喊買""遠超1億顆""美製晶片、台積A",40
2026/2/25,Re: [標的] 8299 群聯 To the ground 空,7
2026/2/25,[情報] 0225 上市櫃外資投信買超金額排行,0
2026/2/25,[新聞] 「台股5萬點不是問題！」券商公會理事長,51
2026/2/25,[標的] 2855 統一證 多,13
2026/2/25,[標的] 0052突破千億 台股科技無敵多,36
2026/2/25,[新聞] 玉山投信首檔ETF來了!00988B主打7.5%高息,33
2026/2/25,[情報] 2303 聯電  114年財報、股利,6
2026/2/25,Re: [標的] 捷敏6525 多,1
2026/2/25,[請益] 為何選0050不是正2？,99
2026/2/25,[新聞] 初登場飆近737％觸435元 景美科技興櫃蜜,14
2026/2/25,[創作] 【漫畫】《Alpha獵殺令 Season 2》,1
2026/2/25,[情報] 3711 日月光投控 1月自結1.14,14
2026/2/25,[情報] 2912統一超 114年EPS:10.78 股利:9,19
2026/2/25,[情報] 115年02月25日 三大法人買賣金額統計表,79
2026/2/25,[情報] 2327 國巨* Q4 EPS 3.29 全年11.51,24
2026/2/25,[情報] 0225 上市外資買賣超排行,94
2026/2/25,[情報] 3708 上緯投控 114年EPS:35.57、庫藏股決,4
2026/2/25,[情報] 6176 瑞儀 114年EPS:9.40 股利:3.5 減資,9
2026/2/25,[新聞] 擎邦奪13億元大單,1
2026/2/25,[閒聊] 2026/02/25 盤中閒聊,99
2026/2/25,Re: [新聞] 庫克、黃仁勳與蘇姿丰曾收到警告：中國可,71
2026/2/25,[公告] Stock 板 開始舉辦樂透!,3
2026/2/25,Re: [新聞] 神山再創高今未續列注意股 證交所：台積,8
2026/2/25,[新聞] 韓國綜合股價指數（KOSPI）突破6000點,26
2026/2/25,Re: [情報] 6176 瑞儀 114年EPS:9.40 股利:3.5 減資,0
2026/2/25,[情報] 115年02月25日信用交易統計,31
2026/2/25,"[新聞] 台積奔2,000元！注意股會變處置股？網友",27
2026/2/25,[新聞] 韓國李在明總統從當沖韭菜到螞蟻英雄,21
2026/2/25,[請益] 加碼請益,31
2026/2/25,[請益] 請問股東紀念品算法?,8
2026/2/25,Re: [新聞] 低薪、消費疲 陸經濟陷通縮循環,5
2026/2/25,[公告] Stock 樂透開獎,21
2026/2/25,[心得] 難道只有我做多慘賠嗎?,99
2026/2/25,[情報] 0225 上市櫃股票週轉率排行,0
2026/2/25,[新聞] 庫克、黃仁勳與蘇姿丰曾收到警告：中國可,99
2026/2/25,[新聞] 聯電發重訊！斥資15.78億元向ASML採購機,29
2026/2/25,Re: [請益] 想請問目前股票資產配置,10
2026/2/25,[情報] 2545 皇翔 賣台積電320張 約賺7667萬,26
2026/2/25,[新聞] 遭揭發才補申報？中工批律師持股438萬股,8
2026/2/25,[請益] ai是否不會泡沫了？,70
2026/2/25,[情報] 2618 長榮航 一月營收,12
2026/2/25,[情報]2337旺宏 1月自結,44
2026/2/25,"[新聞] 日本央行人事變動,日經突破歷史高點",12
2026/2/25,[情報] 8046南電 1月自結,22
2026/2/25,[新聞] 1.5兆瘋狂押注！輝達淪「空頭頭號目標」,28
2026/2/25,[情報] 4967十銓 Q4 EPS 9.59 全年13.06 股利10,14
2026/2/25,[請益] 明天Nvidia財報看法,100
2026/2/25,[請益] 指數算高檔爆大量凶多吉少嗎？,28
2026/2/25,Re: [新聞] 1.5兆瘋狂押注！輝達淪「空頭頭號目標」 恐重摔逾20％,22
2026/2/25,Re: [新聞] 台積電盤後衝上2073元新天價 「仙人指路,0
2026/2/25,Re: 1.5兆瘋狂押注！輝達淪「空頭頭號目標」 恐重摔逾20％,22
2026/2/25,[新聞] 紐時：拜登川普接連出招　美國仍難擺脫,75
2026/2/25,[心得] 認錯買回台積電,100
2026/2/25,[情報] 3545敦泰 2/26重大消息停牌,44
2026/2/25,[請益] 出借正2費率該多少,22
2026/2/26,[情報] 0226 上市櫃股票週轉率排行,0
2026/2/26,[新聞] 程泰擬斥7億元收購裕國 股價表現兩樣情,10
2026/2/26,[情報] 敦泰重大訊息記者會新聞稿,68
2026/2/26,[請益]  如何調適賣飛的痛苦,98
2026/2/26,[情報] 5289 宜鼎 114年第4季合併財務報告,12
2026/2/26,Re: [請益] 如果AI會顛覆軟體產業的可能性,3
2026/2/26,[請益] 如果AI會顛覆軟體產業的可能性,64
2026/2/26,[新聞] 離岸風電3-3選商機制Q1拍板、年底完成容,4
2026/2/26,[新聞] 每天買1股台積電　611天驚人損益曝光,42
2026/2/26,[新聞] 台達電去年獲利每股賺23.14元 擬,28
2026/2/26,[新聞] 韓國總統李在明買進KODEX200報酬率150.7%,9
2026/2/26,Re: [新聞] 遭揭發才補申報？中工批律師持股438萬股,0
2026/2/26,[請益] 信貸買大盤是無本套利吧？,100
2026/2/26,Re: [新聞] 五角大廈邁出將Anthropic列入黑名單的第,2
2026/2/26,[情報] 6690 安碁資訊  現金股利 9,3
2026/2/26,[新聞] 韓國綜合股價指數KOSPI盤中突破6200點,51
2026/2/26,[請益] 買股票有辦法不被家人發現嗎?,96
2026/2/26,[情報] 全新的114年財務報告與股利分派,27
2026/2/26,[情報]  可轉換公司債永冠四KY 達公布注意交易,4
2026/2/26,[新聞] 中鋼紀念品4月揭曉！主管10字提示「很好,71
2026/2/26,[新聞] Agentic AI的「ChatGPT時刻」已到來 輝,18
2026/2/26,[情報] 8424惠普2025全年EPS5.8 股利5,13
2026/2/26,Re: [新聞] 尪3百萬All in台積電!妻崩潰7天逆轉:賺進,17
2026/2/26,[情報] 3363 上詮 114年EPS:0.16 股利:0,38
2026/2/26,Re: [心得] 台指期，8個月從740萬滾到3.85億,19
2026/2/26,[情報] 2454 聯發科 114年財報、股利,20
2026/2/26,[請益] 關於永豐的質押？,6
2026/2/26,[情報] 3363上詮決議辦理私募普通股,14
2026/2/26,[情報] 1712 興農 114年財報、股利、除息日,15
2026/2/26,[請益] 存股該把獲利賣出再繼續放嗎？,5
2026/2/26,[新聞] 美股早盤／輝達財報不夠驚豔 股價挫跌3%,99
2026/2/26,[情報] 115年02月26日信用交易統計,44
2026/2/26,Re: [請益] 有必要高股息賣掉全換市值型嗎？,53
2026/2/26,[請益] 升級成融資帳戶無法當日沖銷,5
2026/2/26,[新聞] 台股金馬年開紅盤　營業員成「最香職缺」,27
2026/2/26,[情報] 6147 頎邦   114年eps &股利分配,8
2026/2/26,[情報] 2324 仁寶 114年EPS:1.38 股利:1.1,17
2026/2/26,[新聞] 國內旅館業114年平均房價2984元　近8成低,34
2026/2/26,[閒聊] 2026/02/26 盤中閒聊,98
2026/2/26,[問卷] AI輔助投資之問卷調查,7
2026/2/26,[情報] 1605華新 2025 全年EPS0.75 股利0.5,17
2026/2/26,[新聞] 楠梓電訂單回溫，帶動產能利用率走升,49
2026/2/26,[新聞] 五角大廈邁出將Anthropic列入黑名單的第,42
2026/2/26,[閒聊] 2026/02/26 盤後閒聊,40
2026/2/26,[情報] 2382 廣達 全年 EPS 19.45 Q4 5.75,70
2026/2/26,[新聞] 光通訊 HVDC 低軌衛星應用升級 同欣電,14
2026/2/26,[創作] 940 朋友 (周華健 朋友),9
2026/2/26,[情報] 2002 中鋼 114年財報、股利,40
2026/2/26,[情報]  3689 湧德 114年 財報 股利,11
2026/2/26,Re: [請益]  如何調適賣飛的痛苦,19
2026/2/26,[新聞] 證交所澄清「台積電有霸王條款」 千金股,65
2026/2/26,Re: [新聞] 原相太空規TDI感測器今年小量出貨；看好,0
2026/2/26,[新聞] 台積電2026分紅開獎了！年薪輕鬆破3百萬,55
2026/2/26,[情報] 115年02月26日 三大法人買賣金額統計表,99
2026/2/26,[新聞] 逢甲大學畢委會長「吞474萬炒股」！慘賠,99
2026/2/26,[情報] 2412 中華電 114年財報、股利,23
2026/2/26,[新聞] (影)僅蘋果沒造假？網紅實測中國44款手機,37
2026/2/26,Re: [標的] 美股CIVI,2
2026/2/26,[情報] 0226 上市外資買賣超排行,85
2026/2/26,[新聞] 關稅戰恐再升級？中鋼點出鋼鐵業轉機：,50
2026/2/26,[情報] 2395 研華 2025全年eps 12.25 股利11.2,9
2026/2/26,[新聞] 信驊飆上10275元刷新紀錄！一檔股票逾一,38
2026/2/26,[情報] 0226 上市投信買賣超排行,42
2026/2/26,[新聞] 快訊／00940重回10元發行價　自救會「珍,99
2026/2/26,[情報] 2820 華票 114年EPS:1.34 年增31.37%,11
2026/2/26,[情報] 2379 瑞昱 114年財報、股利,8
2026/2/26,[情報］3037欣興1月自結,41
2026/2/26,[新聞] 快訊／輝達救全村！Q4財報亮眼　盤後漲逾,99
2026/2/26,[情報] 1232 大統益 114年EPS:8.25 股利:7.2,6
2026/2/26,[新聞] 廣達去年第四季EPS創單季新高 股利配發率,14
2026/2/26,[情報] 6669 緯穎 114年EPS:275.06 股利:145+20,76
2026/2/26,[新聞] MSCI權重調整 台股1升2降 26日盤後生效,11
2026/2/26,[新聞] 世界健身2025年每股賺3.75元 通過Q4配息,18
2026/2/26,[新聞]美國製造靠台廠 蘋果Mac mini首度在美生,2
2026/2/26,"[情報] 2323 中環 買群聯,威剛,賣順達,國巨 皆賺",19
2026/2/26,[新聞] 比特幣失守65000美元！00909價甜引買氣,28
2026/2/26,[情報] 0226 上市櫃外資投信買超金額排行,6
2026/2/26,[情報] 4927 泰鼎-KY 1月自結,10
2026/2/27,[新聞] 戴爾財報財測超亮眼 預測全年 AI 伺服器營收翻倍 股價狂漲11,52
2026/2/27,[請益] 別人用長榮或紅茶類比台積要時怎麼回,71
2026/2/27,[心得] 貸款千萬 績效千萬 分享,62
2026/2/27,[新聞] Anthropic 最新聲明,94
2026/2/27,[新聞] 中工告寶佳內線交易「有證據不查不問」,11
2026/2/27,[標的] VXUS Vanguard總體國際股票ETF 多,29
2026/2/27,[請益] 股債配置,39
2026/2/27,[情報] 2945三商家購 2025年 現金股利1.5,5
2026/2/27,[標的] Eose賭博多,37
2026/2/27,[新聞] 半導體與AI讓南韓股市狂飆創新高！首爾卻,74
2026/2/27,[新聞] 台股2月狂飆3350點太扯！謝金河揭「衝4萬,99
2026/2/27,Re: [新聞] 半導體與AI讓南韓股市狂飆創新高！首爾卻,7
2026/2/27,[新聞] 美製小客車零關稅遙遙無期？經長：須先經,59
2026/2/27,[新聞] 聯電去年員工分紅34.38億元 平均每人約26,21
2026/2/27,[情報] 美國貿易代表屬公布的台美雙邊貿易協定,9
2026/2/27,[新聞] 009816正式入列500億元俱樂部 迎掛牌首,48
2026/2/27,[請益] 台積電步上宏達電的可能？,-10
2026/2/27,[創作] 做了一個即時台股AI軍師 盤中盯盤+消息,55
2026/2/27,[新聞] 意外升溫！美國1月核心PPI創一年最快增速,33
2026/2/27,[標的] 南帝（2108）橡膠/乳膠產業分析,27
2026/2/27,[公告] BlueBird5566實習板主信任投票開始,99
2026/2/27,"[公告] YouGot5566, LeBronJames0 分身仔水桶",8
2026/2/27,[新聞] ASML 秀新技術 2030年晶片產量激增五成,31
2026/2/27,[新聞] 台達電今年資本支出 創高 超前部署兩年,14
2026/2/27,Re:  [標的] 力積電 6770 硬撐盤,37
2026/2/27,[新聞] 川普關稅翻車現場？FT : 中國企業還沒倒,15
2026/2/27,[新聞] 搭上矽光子 高明鐵周漲逾7成,14
2026/2/27,[新聞]首次不給輝達 DeepSeek最新模型先開放華為,48
2026/2/27,Re: [新聞] 財務改善報告出爐 台電：民生電價需適時反映成本,0
2026/2/27,Re: [請益]  如何調適賣飛的痛苦,1
2026/2/27,[情報] 美國金融科技巨頭 Block宣布裁員40%,72
2026/2/27,[新聞] 《台股》上漲1點暴逾1.1兆天量;全月大漲,2
2026/2/27,Re: [標的] 力積電 6770 硬撐盤,41
2026/2/27,[情報] 9940 信義 2025年EPS:0.28 配息:0.6,41
2026/2/27,Re: [標的] QURE 我嚴重懷疑被錯殺,8
2026/2/27,[新聞] 中國AI調用量首超美國，科創人工智能ETF銀華低開翻紅,5
2026/2/27,[新聞] 著重宣揚美國經濟實力 川普國情咨文內容,12
2026/2/27,[請益] 現在做空勝算高吧?,56
2026/2/27,[新聞] 傳Meta簽數十億美元協議　向Google租用AI,26
2026/2/27,[標的] QURE 我嚴重懷疑被錯殺,6
2026/2/27,[新聞] 研華每股擬配息11.2元創新高 啟動現金股,15
2026/2/27,Re: [新聞] 美股早盤／輝達財報不夠驚豔 股價挫跌3%,4
2026/2/27,[新聞] Google發表Nano Banana2！成本大幅削減50,17
2026/2/27,[閒聊] 2026/02/27 盤後閒聊,33
2026/2/27,Re: [情報] 美國金融科技巨頭 Block宣布裁員40%,0
2026/2/27,[情報] 6469 大樹 114年EPS:4.01 股利:3.16+0.6,54
2026/2/27,[新聞]Netflix放棄收購華納兄弟 股價盤後飆漲10%,76
2026/2/27,[請益] 大摩225降群聯評等224/26超買第一評等？,21
2026/2/27,[新聞] 向美申請退稅？經部：擬先協助業者掌握,14
2026/2/27,[請益] 是否應該加入日韓ETF當投資組合,32
2026/2/27,Re: [新聞] Anthropic 最新聲明,20
2026/2/27,[公告] 早晨財經速水桶,20
2026/2/28,[公告] BlueBird5566板主信任投票開始(系統投票),7
2026/2/28,[新聞] 虧43億照發股利！中鋼每股擬配現金0.15,24
2026/2/28,[新聞] 川普關稅違法！「這兩家」龍頭企業帶頭開,51
2026/2/28,[新聞] 因應美伊開戰 證期主管機關待命,77
2026/2/28,[新聞] 快訊／伊朗遭襲擊超大油輪日租上看30萬,19
2026/2/28,[新聞] 貨櫃運價要起風？SCFI開紅盤終止連跌 美,46
2026/2/28,Re: [新聞] 以色列對伊朗發動先制打擊 德黑蘭傳出爆,42
2026/2/28,[新聞] 川普：美國正與古巴談判 可能「友好接管」,47
2026/2/28,Re: [新聞] 快訊／伊朗報復美以轟炸！巴林、科威特、,5
2026/2/28,[新聞] 報復開始 多發彈道飛彈從伊朗朝以色列發,68
2026/2/28,Re: [心得] 2028人類智力危機,20
2026/2/28,[請益] 台股這裡，會是初升段嗎？,61
2026/2/28,[新聞] 陸企過年AI大戰燒百億 八成用戶流失 遭吐,10
2026/2/28,[新聞] 美國與以色列襲伊朗影響班機日本擬開國安,32
2026/2/28,[新聞] 台股週一恐「一次奉還」！夜盤閃崩7百點,99
2026/2/28,[新聞]關稅遭最高法院判違憲 川普:有沒有可能重審,56
2026/2/28,[新聞] 快訊／伊朗報復美以轟炸！巴林、科威特、,99
2026/2/28,Re: [請益] 費氏數列有那麼神奇?,2
2026/2/28,"[新聞] 五角大廈將Anthropic列入黑名單,標記為供",99
2026/2/28,[新聞] 中東開戰 油金避險跳漲！台股周一恐血洗600,99
2026/2/28,[新聞] 川普黃金時代在哪？路透最新民調：近7成,25
2026/2/28,[新聞] 以色列空襲伊朗！比特幣聞訊暴跌 數分鐘,41
2026/2/28,[請益] 有人用reservoir computing預測崩盤點了嗎?,9
2026/2/28,[新聞] 「信貸蟑螂」現身、AI亂流攪局 美銀行股,17
2026/2/28,Re: [標的] QURE 我嚴重懷疑被錯殺,11
2026/2/28,[新聞] 中國人形機器人領先美國？謝金河看還太,14
2026/2/28,[請益] 美伊會重演2022烏俄戰爭的走勢嗎,99
2026/2/28,[新聞] 高盛、大摩跌超6% 英國MFS倒閉波及美股,21
2026/2/28,"[公告] PoloHuang, PoloHuang117 分身仔水桶",0
2026/2/28,Re: [新聞]Netflix放棄收購華納兄弟 股價盤後飆漲10%,16
2026/2/28,[新聞] 川普證實：美軍已展開「對伊朗軍事行動」,86
2026/2/28,[新聞] 馬斯克籲投資人抱緊特斯拉股票 預期20年,99
2026/2/28,[心得] 2028人類智力危機,0
2026/2/28,Re: [新聞] 川普證實：美軍已展開「對伊朗軍事行動」,4
2026/2/28,[請益] 費氏數列有那麼神奇?,76
2026/2/28,Re: [新聞] 台股週一恐「一次奉還」！夜盤閃崩7百點,37
2026/2/28,"[公告] pastevil, fastevil 分身仔水桶",2
